SETUP.COM        *         *    0001
SKPLUS.EXE       *         *    0011    ;Side Kick plus
SNATCHIT.COM 02BAE  CA62C2C3    0001    ;Encrypted utility
SNIPPER.COM      *         *    0011    ;PC Magazine utility
SPEEDER.COM  000DA  EBE8A79E    0001    ;Refresh-rate utility
SPELL.EXE    0DE00         *    0001    ;Word perfect utility
SPINRITE.COM     *         *    0001
SSWAP.COM    04000  972848E4    0001    ;Stacker utility
ST.EXE       0036C  83E61990    0001    ;IBM utility
TINYPROG.EXE 09960         *    0001    :File compressor
UNJUNE4.EXE  02A55  2420E45E    0001    ;4june remover
VALIDATE.COM 0195F  6466439F    0001    ;McAfee checker
VIRSTOP.EXE      *         *    0011    ;Frisk anti-virus module
WATCH.COM    003E1  C2F98F8A    0011    ;TSR monitoring utility
WIN.COM          *         *    0001    ;Windows 3.0
WINWORD.EXE      *         *    0001    ;Windows word
X00.EXE          *         *    0011    ;Fossil driver
XTREE.COM        *         *    000B    ;Utility
ZERODISK.COM     *         *    0001    ;Utility

EXE2BIN.EXE      *         *    0001    ;DOS 3.0 utility
SHARE.EXE    021A0  745674BC    0001    ;DOS 3.0 utility

IBMBIO.COM   05F9A  9CCE2030    0001    ;Dr Dos 6.00 system file
COMMAND.COM  0C508  103850F4    0001    ;Dr Dos 6.00 command processor

LS-LOAD.COM  00B48  B9302393    0001    ;Desqview utility
LT-LOAD.COM  00BDE  0F435505    0001    ;Desqview utility
PX-LOAD.COM  0037F  84ECF84E    0001    ;Desqview utility

EVBUILD.COM      *         *    0001    ;Everlock utility
EVOPTION.EXE     *         *    0001    ;Everlock utility
EVSHOW.COM       *         *    0001    ;Everlock utility

; Files that need to be scanned completely, for BOOT COM EXE SYS viruses:
NET$DOS.SYS      *         *    0004    ;Disk image of Novell remote boot disk

; Files that do not have a fixed checksum due to internal configuration area's:
CONFIG.SYS       *         *    0002    ;This is not a device driver
Q.EXE            *         *    000A    ;Qedit (all versions)
TBCONFIG.COM     *         *    000A    ;all versions
PCBOARD.SYS      *         *    000A    ;PCBoard 14.5a utility
REMOTE.SYS       *         *    000A    ;PCBoard 14.5a utility
EVENT.SYS        *         *    000A    ;PCBoard 14.5a utility
DOOR.SYS         *         *    000A    ;BBS door utility

; Names of files of which the readonly attribute should not be changed:
IO.SYS           *         *    0008    ;DOS system file
MSDOS.SYS        *         *    0008    ;DOS system file

; Names of programs that are allowed to remove the readonly attributes:
TBSETUP.EXE      *         *    0040    ;TbSetup utility

; Names of programs that stay resident in memory:
APPEND.EXE       *         *    0010    ;MS-DOS utility
ASSIGN.COM       *         *    0010    ;MS-DOS utility
DOSKEY.COM       *         *    0010    ;MS-DOS utility
FASTOPEN.EXE     *         *    0010    ;MS-Dos utility
KEYB.COM         *         *    0010    ;MS-Dos utility
MIRROR.COM       *         *    0010    ;MS-Dos utility
MODE.COM         *         *    0010    ;MS-Dos utility
PRINT.EXE        *         *    0010    ;MS-Dos utility
SHARE.EXE        *         *    0010    ;MS-DOS utility
SMARTDRV.EXE     *         *    0010    ;Disk cache

AE2.EXE          *         *    0010    ;Lantastic 4.10
AILANBIO.EXE     *         *    0010    ;Lantastic 4.10
LANCACHE.EXE     *         *    0030    ;Lantastic 4.10
LANPUP.EXE       *         *    0010    ;Lantastic 4.10
REDIR.EXE        *         *    0010    ;Lantastic 4.10
SERVER.EXE       *         *    0030    ;Lantastic 4.10
TNE-WS.EXE       *         *    0010    ;Lantastic TNE 1.23

STACKMAN.EXE     *         *    0010    ;Stack Manager
TBDRIVER.EXE     *         *    0010    ;TBAV driver
TBSCANX.EXE      *         *    0010    ;TbScanX
TBCHECK.EXE      *         *    0010    ;TbCheck
TBMEM.EXE        *         *    0010    ;TbMem
TBDISK.EXE       *         *    0010    ;TbDisk
TBFILE.EXE       *         *    0010    ;TbFile
TBDRIVE0.EXE     *         *    0010    ;TBAV driver (8088)
TBSCANX0.EXE     *         *    0010    ;TbScanX     (8088)
TBCHECK0.EXE     *         *    0010    ;TbCheck     (8088)
TBMEM0.EXE       *         *    0010    ;TbMem       (8088)
TBDISK0.EXE      *         *    0010    ;TbDisk      (8088)
TBFILE0.EXE      *         *    0010    ;TbFile      (8088)
TBDRIVE1.EXE     *         *    0010    ;TBAV driver (80186)
TBSCANX1.EXE     *         *    0010    ;TbScanX     (80186)
TBCHECK1.EXE     *         *    0010    ;TbCheck     (80186)
TBMEM1.EXE       *         *    0010    ;TbMem       (80186)
TBDISK1.EXE      *         *    0010    ;TbDisk      (80186)
TBFILE1.EXE      *         *    0010    ;TbFile      (80186)
TBDRIVE2.EXE     *         *    0010    ;TBAV driver (80286)
TBSCANX2.EXE     *         *    0010    ;TbScanX     (80286)
TBCHECK2.EXE     *         *    0010    ;TbCheck     (80286)
TBMEM2.EXE       *         *    0010    ;TbMem       (80286)
TBDISK2.EXE      *         *    0010    ;TbDisk      (80286)
TBFILE2.EXE      *         *    0010    ;TbFile      (80286)
TBDRIVE3.EXE     *         *    0010    ;TBAV driver (80386)
TBSCANX3.EXE     *         *    0010    ;TbScanX     (80386)
TBCHECK3.EXE     *         *    0010    ;TbCheck     (80386)
TBMEM3.EXE       *         *    0010    ;TbMem       (80386)
TBDISK3.EXE      *         *    0010    ;TbDisk      (80386)
TBFILE3.EXE      *         *    0010    ;TbFile      (80386)

MOUSE.COM        *         *    0010    :Every mouse driver is a TSR
MOUSE.EXE        *         *    0010    :Every mouse driver is a TSR
GMOUSE.COM       *         *    0010    :Genius mouse driver

; Names of programs that perform direct disk writes:
FORMAT.COM       *         *    0020    ;This program formats disks.

; Names of programs that require interrupt rehook of TbDriver.Exe:
NET3.COM         *         *    8000    ;Novell LAN
NET4.COM         *         *    8000    ;Novell LAN
NET5.COM         *         *    8000    ;Novell LAN
NETX.COM         *         *    8000    ;Novell LAN

